race_id,constructor_id,constructor_position_before_race,constructor_points_before_race,constructor_wins_before_race,constructor_performance_score
2020_17,red_bull,2,282.0,1,292.0
2020_17,mercedes,1,540.0,13,670.0
2020_17,mclaren,4,184.0,0,184.0
2020_17,renault,5,172.0,0,172.0
2020_17,alphatauri,7,103.0,1,113.0
2020_17,racing_point,3,209.0,1,219.0
2020_17,alfa,8,8.0,0,8.0
2020_17,ferrari,6,131.0,0,131.0
2020_17,williams,10,0.0,0,0.0
2020_17,haas,9,3.0,0,3.0
2021_01,mercedes,0,0.0,0,0.0
2021_01,red_bull,0,0.0,0,0.0
2021_01,mclaren,0,0.0,0,0.0
2021_01,ferrari,0,0.0,0,0.0
2021_01,alphatauri,0,0.0,0,0.0
2021_01,aston_martin,0,0.0,0,0.0
2021_01,alfa,0,0.0,0,0.0
2021_01,alpine,0,0.0,0,0.0
2021_01,williams,0,0.0,0,0.0
2021_01,haas,0,0.0,0,0.0
2021_02,red_bull,2,28.0,0,28.0
2021_02,mercedes,1,41.0,1,51.0
2021_02,mclaren,3,18.0,0,18.0
2021_02,ferrari,4,12.0,0,12.0
2021_02,alphatauri,5,2.0,0,2.0
2021_02,aston_martin,6,1.0,0,1.0
2021_02,alpine,8,0.0,0,0.0
2021_02,alfa,7,0.0,0,0.0
2021_02,haas,9,0.0,0,0.0
2021_02,williams,10,0.0,0,0.0
2021_03,mercedes,1,60.0,1,70.0
2021_03,red_bull,2,53.0,1,63.0
2021_03,mclaren,3,41.0,0,41.0
2021_03,ferrari,4,34.0,0,34.0
2021_03,alpine,7,3.0,0,3.0
2021_03,alphatauri,5,8.0,0,8.0
2021_03,alfa,8,0.0,0,0.0
2021_03,aston_martin,6,5.0,0,5.0
2021_03,williams,10,0.0,0,0.0
2021_03,haas,9,0.0,0,0.0
2021_04,mercedes,1,101.0,2,121.0
2021_04,red_bull,2,83.0,1,93.0
2021_04,ferrari,4,42.0,0,42.0
2021_04,mclaren,3,53.0,0,53.0
2021_04,alpine,5,13.0,0,13.0
2021_04,alphatauri,6,9.0,0,9.0
2021_04,aston_martin,7,5.0,0,5.0
2021_04,alfa,8,0.0,0,0.0
2021_04,williams,10,0.0,0,0.0
2021_04,haas,9,0.0,0,0.0
2021_05,red_bull,2,112.0,1,122.0
2021_05,ferrari,4,60.0,0,60.0
2021_05,mclaren,3,65.0,0,65.0
2021_05,aston_martin,7,5.0,0,5.0
2021_05,alphatauri,6,10.0,0,10.0
2021_05,mercedes,1,141.0,3,171.0
2021_05,alpine,5,15.0,0,15.0
2021_05,alfa,8,0.0,0,0.0
2021_05,williams,10,0.0,0,0.0
2021_05,haas,9,0.0,0,0.0
2021_06,red_bull,1,149.0,2,169.0
2021_06,aston_martin,5,19.0,0,19.0
2021_06,alphatauri,6,18.0,0,18.0
2021_06,ferrari,4,78.0,0,78.0
2021_06,mclaren,3,80.0,0,80.0
2021_06,alpine,7,17.0,0,17.0
2021_06,alfa,8,1.0,0,1.0
2021_06,mercedes,2,148.0,3,178.0
2021_06,haas,9,0.0,0,0.0
2021_06,williams,10,0.0,0,0.0
2021_07,red_bull,1,174.0,3,204.0
2021_07,mercedes,2,148.0,3,178.0
2021_07,mclaren,4,92.0,0,92.0
2021_07,alphatauri,5,39.0,0,39.0
2021_07,alpine,7,25.0,0,25.0
2021_07,aston_martin,6,37.0,0,37.0
2021_07,ferrari,3,94.0,0,94.0
2021_07,williams,10,0.0,0,0.0
2021_07,alfa,8,2.0,0,2.0
2021_07,haas,9,0.0,0,0.0
2021_08,red_bull,1,215.0,4,255.0
2021_08,mercedes,2,178.0,3,208.0
2021_08,mclaren,3,110.0,0,110.0
2021_08,ferrari,4,94.0,0,94.0
2021_08,aston_martin,6,40.0,0,40.0
2021_08,alpine,7,29.0,0,29.0
2021_08,alphatauri,5,45.0,0,45.0
2021_08,alfa,8,2.0,0,2.0
2021_08,haas,9,0.0,0,0.0
2021_08,williams,10,0.0,0,0.0
2021_09,red_bull,1,252.0,5,302.0
2021_09,mercedes,2,212.0,3,242.0
2021_09,mclaren,3,120.0,0,120.0
2021_09,ferrari,4,108.0,0,108.0
2021_09,alphatauri,5,46.0,0,46.0
2021_09,alpine,7,31.0,0,31.0
2021_09,williams,10,0.0,0,0.0
2021_09,aston_martin,6,44.0,0,44.0
2021_09,alfa,8,2.0,0,2.0
2021_09,haas,9,0.0,0,0.0
2021_10,mercedes,2,242.0,3,272.0
2021_10,ferrari,4,122.0,0,122.0
2021_10,mclaren,3,141.0,0,141.0
2021_10,alpine,7,32.0,0,32.0
2021_10,aston_martin,6,44.0,0,44.0
2021_10,alphatauri,5,48.0,0,48.0
2021_10,williams,10,0.0,0,0.0
2021_10,alfa,8,2.0,0,2.0
2021_10,red_bull,1,286.0,6,346.0
2021_10,haas,9,0.0,0,0.0
2021_11,alpine,7,40.0,0,40.0
2021_11,mercedes,2,282.0,4,322.0
2021_11,ferrari,4,148.0,0,148.0
2021_11,alphatauri,5,49.0,0,49.0
2021_11,williams,10,0.0,0,0.0
2021_11,red_bull,1,286.0,6,346.0
2021_11,alfa,8,2.0,0,2.0
2021_11,mclaren,3,163.0,0,163.0
2021_11,haas,9,0.0,0,0.0
2021_11,aston_martin,6,48.0,0,48.0
2021_12,red_bull,2,288.0,6,348.0
2021_12,williams,8,10.0,0,10.0
2021_12,mercedes,1,300.0,4,340.0
2021_12,mclaren,4,163.0,0,163.0
2021_12,aston_martin,7,48.0,0,48.0
2021_12,alphatauri,6,68.0,0,68.0
2021_12,alpine,5,77.0,1,87.0
2021_12,ferrari,3,163.0,0,163.0
2021_12,alfa,9,3.0,0,3.0
2021_12,haas,10,0.0,0,0.0
2021_13,red_bull,2,300.5,7,370.5
2021_13,mercedes,1,307.5,4,347.5
2021_13,alphatauri,6,72.0,0,72.0
2021_13,ferrari,4,165.5,0,165.5
2021_13,alpine,5,80.0,1,90.0
2021_13,mclaren,3,169.0,0,169.0
2021_13,aston_martin,7,53.0,0,53.0
2021_13,alfa,9,3.0,0,3.0
2021_13,williams,8,20.0,0,20.0
2021_13,haas,10,0.0,0,0.0
2021_14,mclaren,4,170.0,0,170.0
2021_14,mercedes,1,341.5,4,381.5
2021_14,ferrari,3,181.5,0,181.5
2021_14,red_bull,2,329.5,8,409.5
2021_14,aston_martin,7,53.0,0,53.0
2021_14,alpine,5,90.0,1,100.0
2021_14,williams,8,20.0,0,20.0
2021_14,alfa,9,3.0,0,3.0
2021_14,haas,10,0.0,0,0.0
2021_14,alphatauri,6,84.0,0,84.0
2021_15,mercedes,1,356.5,4,396.5
2021_15,red_bull,2,339.5,8,419.5
2021_15,ferrari,4,201.5,0,201.5
2021_15,mclaren,3,214.0,1,224.0
2021_15,alpine,5,95.0,1,105.0
2021_15,alfa,9,3.0,0,3.0
2021_15,williams,8,22.0,0,22.0
2021_15,aston_martin,7,59.0,0,59.0
2021_15,alphatauri,6,84.0,0,84.0
2021_15,haas,10,0.0,0,0.0
2021_16,mercedes,1,391.5,5,441.5
2021_16,red_bull,2,359.5,8,439.5
2021_16,ferrari,4,216.5,0,216.5
2021_16,alphatauri,6,84.0,0,84.0
2021_16,mclaren,3,233.0,1,243.0
2021_16,aston_martin,7,59.0,0,59.0
2021_16,alpine,5,103.0,1,113.0
2021_16,alfa,9,7.0,0,7.0
2021_16,williams,8,23.0,0,23.0
2021_16,haas,10,0.0,0,0.0
2021_17,red_bull,2,392.5,8,472.5
2021_17,mercedes,1,427.5,6,487.5
2021_17,ferrari,4,232.5,0,232.5
2021_17,mclaren,3,239.0,1,249.0
2021_17,alphatauri,6,92.0,0,92.0
2021_17,aston_martin,7,61.0,0,61.0
2021_17,alfa,9,7.0,0,7.0
2021_17,williams,8,23.0,0,23.0
2021_17,haas,10,0.0,0,0.0
2021_17,alpine,5,104.0,1,114.0
2021_18,red_bull,2,432.5,9,522.5
2021_18,mercedes,1,454.5,6,514.5
2021_18,alphatauri,6,94.0,0,94.0
2021_18,ferrari,4,250.5,0,250.5
2021_18,aston_martin,7,62.0,0,62.0
2021_18,alfa,9,7.0,0,7.0
2021_18,alpine,5,104.0,1,114.0
2021_18,mclaren,3,253.0,1,263.0
2021_18,williams,8,23.0,0,23.0
2021_18,haas,10,0.0,0,0.0
2021_19,mercedes,2,472.5,6,532.5
2021_19,red_bull,1,472.5,10,572.5
2021_19,ferrari,3,268.5,0,268.5
2021_19,alphatauri,6,106.0,0,106.0
2021_19,alpine,5,106.0,1,116.0
2021_19,mclaren,4,254.0,1,264.0
2021_19,aston_martin,7,68.0,0,68.0
2021_19,alfa,9,11.0,0,11.0
2021_19,williams,8,23.0,0,23.0
2021_19,haas,10,0.0,0,0.0
2021_20,mercedes,1,512.5,7,582.5
2021_20,red_bull,2,503.5,10,603.5
2021_20,alpine,5,112.0,1,122.0
2021_20,aston_martin,7,68.0,0,68.0
2021_20,ferrari,3,286.5,0,286.5
2021_20,mclaren,4,255.0,1,265.0
2021_20,alphatauri,6,112.0,0,112.0
2021_20,alfa,9,11.0,0,11.0
2021_20,haas,10,0.0,0,0.0
2021_20,williams,8,23.0,0,23.0
2021_21,mercedes,1,537.5,8,617.5
2021_21,red_bull,2,534.5,10,634.5
2021_21,alpine,5,137.0,1,147.0
2021_21,mclaren,4,257.0,1,267.0
2021_21,alphatauri,6,112.0,0,112.0
2021_21,ferrari,3,296.5,0,296.5
2021_21,alfa,9,11.0,0,11.0
2021_21,aston_martin,7,77.0,0,77.0
2021_21,williams,8,23.0,0,23.0
2021_21,haas,10,0.0,0,0.0
2021_22,red_bull,2,552.5,10,652.5
2021_22,mercedes,1,578.5,9,668.5
2021_22,ferrari,3,306.5,0,306.5
2021_22,alphatauri,6,120.0,0,120.0
2021_22,mclaren,4,268.0,1,278.0
2021_22,alpine,5,149.0,1,159.0
2021_22,aston_martin,7,77.0,0,77.0
2021_22,haas,10,0.0,0,0.0
2021_22,williams,8,23.0,0,23.0
2021_22,alfa,9,13.0,0,13.0
2022_01,ferrari,0,0.0,0,0.0
2022_01,mercedes,0,0.0,0,0.0
2022_01,haas,0,0.0,0,0.0
2022_01,alfa,0,0.0,0,0.0
2022_01,alpine,0,0.0,0,0.0
2022_01,alphatauri,0,0.0,0,0.0
2022_01,aston_martin,0,0.0,0,0.0
2022_01,williams,0,0.0,0,0.0
2022_01,mclaren,0,0.0,0,0.0
2022_01,red_bull,0,0.0,0,0.0
2022_02,red_bull,9,0.0,0,0.0
2022_02,ferrari,1,44.0,1,54.0
2022_02,mercedes,2,27.0,0,27.0
2022_02,alpine,5,8.0,0,8.0
2022_02,mclaren,8,0.0,0,0.0
2022_02,alphatauri,6,4.0,0,4.0
2022_02,haas,3,10.0,0,10.0
2022_02,alfa,4,9.0,0,9.0
2022_02,aston_martin,7,0.0,0,0.0
2022_02,williams,10,0.0,0,0.0
2022_03,ferrari,1,78.0,1,88.0
2022_03,red_bull,3,37.0,1,47.0
2022_03,mercedes,2,38.0,0,38.0
2022_03,mclaren,8,6.0,0,6.0
2022_03,alpine,4,16.0,0,16.0
2022_03,alfa,6,9.0,0,9.0
2022_03,alphatauri,7,8.0,0,8.0
2022_03,williams,10,0.0,0,0.0
2022_03,aston_martin,9,0.0,0,0.0
2022_03,haas,5,12.0,0,12.0
2022_04,red_bull,3,55.0,1,65.0
2022_04,mclaren,4,24.0,0,24.0
2022_04,mercedes,2,65.0,0,65.0
2022_04,alfa,6,13.0,0,13.0
2022_04,ferrari,1,104.0,2,124.0
2022_04,alphatauri,8,10.0,0,10.0
2022_04,aston_martin,10,0.0,0,0.0
2022_04,haas,7,12.0,0,12.0
2022_04,williams,9,1.0,0,1.0
2022_04,alpine,5,22.0,0,22.0
2022_05,red_bull,2,99.0,2,119.0
2022_05,ferrari,1,112.0,2,132.0
2022_05,mercedes,3,77.0,0,77.0
2022_05,alfa,5,23.0,0,23.0
2022_05,alpine,6,22.0,0,22.0
2022_05,williams,10,1.0,0,1.0
2022_05,aston_martin,9,5.0,0,5.0
2022_05,alphatauri,7,16.0,0,16.0
2022_05,mclaren,4,39.0,0,39.0
2022_05,haas,8,14.0,0,14.0
2022_06,red_bull,2,137.0,3,167.0
2022_06,mercedes,3,95.0,0,95.0
2022_06,ferrari,1,145.0,2,165.0
2022_06,alfa,5,29.0,0,29.0
2022_06,alpine,6,26.0,0,26.0
2022_06,mclaren,4,39.0,0,39.0
2022_06,alphatauri,7,16.0,0,16.0
2022_06,aston_martin,9,6.0,0,6.0
2022_06,haas,8,14.0,0,14.0
2022_06,williams,10,3.0,0,3.0
2022_07,red_bull,1,181.0,4,221.0
2022_07,ferrari,2,157.0,2,177.0
2022_07,mercedes,3,120.0,0,120.0
2022_07,mclaren,4,43.0,0,43.0
2022_07,alpine,6,34.0,0,34.0
2022_07,alfa,5,37.0,0,37.0
2022_07,aston_martin,9,6.0,0,6.0
2022_07,alphatauri,7,17.0,0,17.0
2022_07,williams,10,3.0,0,3.0
2022_07,haas,8,14.0,0,14.0
2022_08,red_bull,1,221.0,5,271.0
2022_08,mercedes,3,134.0,0,134.0
2022_08,alphatauri,7,17.0,0,17.0
2022_08,aston_martin,9,7.0,0,7.0
2022_08,alpine,5,40.0,0,40.0
2022_08,mclaren,4,52.0,0,52.0
2022_08,alfa,6,39.0,0,39.0
2022_08,williams,10,3.0,0,3.0
2022_08,haas,8,14.0,0,14.0
2022_08,ferrari,2,187.0,2,207.0
2022_09,red_bull,1,265.0,6,325.0
2022_09,ferrari,2,187.0,2,207.0
2022_09,mercedes,3,161.0,0,161.0
2022_09,alpine,5,47.0,0,47.0
2022_09,alfa,6,39.0,0,39.0
2022_09,aston_martin,8,15.0,0,15.0
2022_09,mclaren,4,58.0,0,58.0
2022_09,williams,10,3.0,0,3.0
2022_09,alphatauri,7,27.0,0,27.0
2022_09,haas,9,14.0,0,14.0
2022_10,ferrari,2,216.0,2,236.0
2022_10,red_bull,1,290.0,7,360.0
2022_10,mercedes,3,188.0,0,188.0
2022_10,alpine,5,57.0,0,57.0
2022_10,mclaren,4,58.0,0,58.0
2022_10,haas,9,14.0,0,14.0
2022_10,aston_martin,8,16.0,0,16.0
2022_10,williams,10,3.0,0,3.0
2022_10,alphatauri,7,27.0,0,27.0
2022_10,alfa,6,49.0,0,49.0
2022_11,ferrari,2,253.0,3,283.0
2022_11,red_bull,1,314.0,7,384.0
2022_11,mercedes,3,204.0,0,204.0
2022_11,alpine,4,67.0,0,67.0
2022_11,haas,8,19.0,0,19.0
2022_11,mclaren,5,66.0,0,66.0
2022_11,alfa,6,49.0,0,49.0
2022_11,williams,10,3.0,0,3.0
2022_11,aston_martin,9,18.0,0,18.0
2022_11,alphatauri,7,27.0,0,27.0
2022_12,red_bull,1,333.0,7,403.0
2022_12,mercedes,3,231.0,0,231.0
2022_12,ferrari,2,278.0,4,318.0
2022_12,alpine,4,78.0,0,78.0
2022_12,mclaren,5,74.0,0,74.0
2022_12,aston_martin,9,18.0,0,18.0
2022_12,alphatauri,8,27.0,0,27.0
2022_12,williams,10,3.0,0,3.0
2022_12,alfa,6,49.0,0,49.0
2022_12,haas,7,31.0,0,31.0
2022_13,red_bull,1,370.0,8,450.0
2022_13,mercedes,3,264.0,0,264.0
2022_13,ferrari,2,289.0,4,329.0
2022_13,mclaren,5,82.0,0,82.0
2022_13,alpine,4,90.0,0,90.0
2022_13,aston_martin,9,19.0,0,19.0
2022_13,alphatauri,8,27.0,0,27.0
2022_13,alfa,6,49.0,0,49.0
2022_13,haas,7,31.0,0,31.0
2022_13,williams,10,3.0,0,3.0
2022_14,red_bull,1,405.0,9,495.0
2022_14,ferrari,2,309.0,4,349.0
2022_14,mercedes,3,298.0,0,298.0
2022_14,alpine,4,96.0,0,96.0
2022_14,aston_martin,9,20.0,0,20.0
2022_14,alphatauri,8,27.0,0,27.0
2022_14,williams,10,3.0,0,3.0
2022_14,mclaren,5,88.0,0,88.0
2022_14,alfa,6,49.0,0,49.0
2022_14,haas,7,31.0,0,31.0
2022_15,red_bull,1,449.0,10,549.0
2022_15,mercedes,3,310.0,0,310.0
2022_15,ferrari,2,332.0,4,372.0
2022_15,alpine,4,112.0,0,112.0
2022_15,mclaren,5,88.0,0,88.0
2022_15,aston_martin,9,24.0,0,24.0
2022_15,alphatauri,8,29.0,0,29.0
2022_15,williams,10,4.0,0,4.0
2022_15,haas,7,31.0,0,31.0
2022_15,alfa,6,49.0,0,49.0
2022_16,red_bull,1,485.0,11,595.0
2022_16,ferrari,2,351.0,4,391.0
2022_16,mercedes,3,340.0,0,340.0
2022_16,mclaren,5,94.0,0,94.0
2022_16,alphatauri,8,29.0,0,29.0
2022_16,williams,10,4.0,0,4.0
2022_16,alfa,6,49.0,0,49.0
2022_16,alpine,4,122.0,0,122.0
2022_16,haas,7,31.0,0,31.0
2022_16,aston_martin,9,25.0,0,25.0
2022_17,red_bull,1,519.0,12,639.0
2022_17,ferrari,2,381.0,4,421.0
2022_17,mclaren,5,100.0,0,100.0
2022_17,aston_martin,9,25.0,0,25.0
2022_17,mercedes,3,365.0,0,365.0
2022_17,alphatauri,7,33.0,0,33.0
2022_17,alfa,6,50.0,0,50.0
2022_17,haas,8,31.0,0,31.0
2022_17,alpine,4,122.0,0,122.0
2022_17,williams,10,6.0,0,6.0
2022_18,red_bull,1,550.0,13,680.0
2022_18,ferrari,2,414.0,4,454.0
2022_18,alpine,4,122.0,0,122.0
2022_18,mercedes,3,367.0,0,367.0
2022_18,aston_martin,7,37.0,0,37.0
2022_18,williams,10,6.0,0,6.0
2022_18,mclaren,5,122.0,0,122.0
2022_18,alphatauri,8,34.0,0,34.0
2022_18,haas,9,31.0,0,31.0
2022_18,alfa,6,50.0,0,50.0
2022_19,red_bull,1,593.0,14,733.0
2022_19,mercedes,3,381.0,0,381.0
2022_19,ferrari,2,429.0,4,469.0
2022_19,mclaren,5,123.0,0,123.0
2022_19,alpine,4,140.0,0,140.0
2022_19,aston_martin,7,45.0,0,45.0
2022_19,haas,9,31.0,0,31.0
2022_19,alphatauri,8,34.0,0,34.0
2022_19,alfa,6,50.0,0,50.0
2022_19,williams,10,8.0,0,8.0
2022_20,red_bull,1,630.0,15,780.0
2022_20,mercedes,3,410.0,0,410.0
2022_20,ferrari,2,444.0,4,484.0
2022_20,mclaren,5,131.0,0,131.0
2022_20,alpine,4,146.0,0,146.0
2022_20,alfa,6,50.0,0,50.0
2022_20,alphatauri,8,35.0,0,35.0
2022_20,williams,10,8.0,0,8.0
2022_20,aston_martin,7,49.0,0,49.0
2022_20,haas,9,33.0,0,33.0
2022_21,mercedes,3,441.0,0,441.0
2022_21,ferrari,2,462.0,4,502.0
2022_21,alpine,4,150.0,0,150.0
2022_21,red_bull,1,670.0,16,830.0
2022_21,alfa,6,51.0,0,51.0
2022_21,aston_martin,7,49.0,0,49.0
2022_21,haas,9,33.0,0,33.0
2022_21,alphatauri,8,35.0,0,35.0
2022_21,williams,10,8.0,0,8.0
2022_21,mclaren,5,139.0,0,139.0
2022_22,red_bull,1,684.0,16,844.0
2022_22,ferrari,2,489.0,4,529.0
2022_22,mercedes,3,485.0,1,495.0
2022_22,mclaren,5,139.0,0,139.0
2022_22,alpine,4,164.0,0,164.0
2022_22,aston_martin,7,50.0,0,50.0
2022_22,alphatauri,8,35.0,0,35.0
2022_22,alfa,6,53.0,0,53.0
2022_22,williams,10,8.0,0,8.0
2022_22,haas,9,33.0,0,33.0
2023_01,red_bull,0,0.0,0,0.0
2023_01,aston_martin,0,0.0,0,0.0
2023_01,ferrari,0,0.0,0,0.0
2023_01,mercedes,0,0.0,0,0.0
2023_01,alfa,0,0.0,0,0.0
2023_01,alpine,0,0.0,0,0.0
2023_01,williams,0,0.0,0,0.0
2023_01,alphatauri,0,0.0,0,0.0
2023_01,haas,0,0.0,0,0.0
2023_01,mclaren,0,0.0,0,0.0
2023_02,red_bull,1,43.0,1,53.0
2023_02,aston_martin,2,23.0,0,23.0
2023_02,mercedes,3,16.0,0,16.0
2023_02,ferrari,4,12.0,0,12.0
2023_02,alpine,6,2.0,0,2.0
2023_02,haas,9,0.0,0,0.0
2023_02,alphatauri,8,0.0,0,0.0
2023_02,alfa,5,4.0,0,4.0
2023_02,mclaren,10,0.0,0,0.0
2023_02,williams,7,1.0,0,1.0
2023_03,red_bull,1,87.0,2,107.0
2023_03,mercedes,3,38.0,0,38.0
2023_03,aston_martin,2,38.0,0,38.0
2023_03,mclaren,10,0.0,0,0.0
2023_03,haas,7,1.0,0,1.0
2023_03,alfa,6,4.0,0,4.0
2023_03,alphatauri,9,0.0,0,0.0
2023_03,ferrari,4,26.0,0,26.0
2023_03,alpine,5,8.0,0,8.0
2023_03,williams,8,1.0,0,1.0
2023_04,red_bull,1,123.0,3,153.0
2023_04,ferrari,4,26.0,0,26.0
2023_04,aston_martin,2,65.0,0,65.0
2023_04,mercedes,3,56.0,0,56.0
2023_04,mclaren,5,12.0,0,12.0
2023_04,alphatauri,9,1.0,0,1.0
2023_04,williams,10,1.0,0,1.0
2023_04,haas,7,7.0,0,7.0
2023_04,alpine,6,8.0,0,8.0
2023_04,alfa,8,6.0,0,6.0
2023_05,red_bull,1,166.0,4,206.0
2023_05,aston_martin,2,83.0,0,83.0
2023_05,mercedes,3,69.0,0,69.0
2023_05,ferrari,4,51.0,0,51.0
2023_05,alpine,6,8.0,0,8.0
2023_05,haas,7,7.0,0,7.0
2023_05,alphatauri,9,2.0,0,2.0
2023_05,alfa,8,6.0,0,6.0
2023_05,williams,10,1.0,0,1.0
2023_05,mclaren,5,14.0,0,14.0
2023_06,red_bull,1,210.0,5,260.0
2023_06,aston_martin,2,98.0,0,98.0
2023_06,alpine,5,14.0,0,14.0
2023_06,mercedes,3,89.0,0,89.0
2023_06,ferrari,4,67.0,0,67.0
2023_06,mclaren,6,14.0,0,14.0
2023_06,alfa,8,6.0,0,6.0
2023_06,alphatauri,9,2.0,0,2.0
2023_06,williams,10,1.0,0,1.0
2023_06,haas,7,8.0,0,8.0
2023_07,red_bull,1,235.0,6,295.0
2023_07,mercedes,3,112.0,0,112.0
2023_07,ferrari,4,79.0,0,79.0
2023_07,aston_martin,2,116.0,0,116.0
2023_07,alpine,5,35.0,0,35.0
2023_07,alfa,8,6.0,0,6.0
2023_07,alphatauri,9,2.0,0,2.0
2023_07,mclaren,6,17.0,0,17.0
2023_07,haas,7,8.0,0,8.0
2023_07,williams,10,1.0,0,1.0
2023_08,red_bull,1,273.0,7,343.0
2023_08,aston_martin,3,130.0,0,130.0
2023_08,mercedes,2,145.0,0,145.0
2023_08,ferrari,4,89.0,0,89.0
2023_08,williams,10,1.0,0,1.0
2023_08,alpine,5,40.0,0,40.0
2023_08,alfa,7,8.0,0,8.0
2023_08,mclaren,6,17.0,0,17.0
2023_08,alphatauri,9,2.0,0,2.0
2023_08,haas,8,8.0,0,8.0
2023_09,red_bull,1,307.0,8,387.0
2023_09,ferrari,4,111.0,0,111.0
2023_09,mclaren,6,17.0,0,17.0
2023_09,aston_martin,3,150.0,0,150.0
2023_09,mercedes,2,160.0,0,160.0
2023_09,alpine,5,44.0,0,44.0
2023_09,williams,9,7.0,0,7.0
2023_09,alfa,7,9.0,0,9.0
2023_09,alphatauri,10,2.0,0,2.0
2023_09,haas,8,8.0,0,8.0
2023_10,red_bull,1,348.0,9,438.0
2023_10,mclaren,6,29.0,0,29.0
2023_10,mercedes,2,170.0,0,170.0
2023_10,aston_martin,3,162.0,0,162.0
2023_10,williams,9,7.0,0,7.0
2023_10,ferrari,4,137.0,0,137.0
2023_10,alfa,7,9.0,0,9.0
2023_10,haas,8,8.0,0,8.0
2023_10,alphatauri,10,2.0,0,2.0
2023_10,alpine,5,45.0,0,45.0
2023_11,red_bull,1,382.0,10,482.0
2023_11,mclaren,5,59.0,0,59.0
2023_11,mercedes,2,195.0,0,195.0
2023_11,ferrari,4,140.0,0,140.0
2023_11,aston_martin,3,168.0,0,168.0
2023_11,williams,7,11.0,0,11.0
2023_11,alfa,8,9.0,0,9.0
2023_11,alphatauri,10,2.0,0,2.0
2023_11,haas,9,8.0,0,8.0
2023_11,alpine,6,45.0,0,45.0
2023_12,red_bull,1,423.0,11,533.0
2023_12,ferrari,4,150.0,0,150.0
2023_12,mercedes,2,215.0,0,215.0
2023_12,aston_martin,3,171.0,0,171.0
2023_12,mclaren,5,87.0,0,87.0
2023_12,alpine,6,45.0,0,45.0
2023_12,alphatauri,10,2.0,0,2.0
2023_12,alfa,8,9.0,0,9.0
2023_12,williams,7,11.0,0,11.0
2023_12,haas,9,8.0,0,8.0
2023_13,red_bull,1,466.0,12,586.0
2023_13,aston_martin,3,183.0,0,183.0
2023_13,alpine,6,49.0,0,49.0
2023_13,ferrari,4,165.0,0,165.0
2023_13,mercedes,2,236.0,0,236.0
2023_13,mclaren,5,93.0,0,93.0
2023_13,williams,7,11.0,0,11.0
2023_13,haas,9,8.0,0,8.0
2023_13,alphatauri,10,3.0,0,3.0
2023_13,alfa,8,9.0,0,9.0
2023_14,red_bull,1,503.0,13,633.0
2023_14,ferrari,4,175.0,0,175.0
2023_14,mercedes,2,244.0,0,244.0
2023_14,williams,7,15.0,0,15.0
2023_14,mclaren,5,101.0,0,101.0
2023_14,aston_martin,3,202.0,0,202.0
2023_14,alfa,8,9.0,0,9.0
